Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
UNet,TRCONV2,16,190840835,7.97078e+10,14.5714,0.182811,1.30559e+06,187.257,16,7.97936,10,9,112,24,1,1,1384448,1048576,3.48877e+07,2780823552,176.011,3.5328,4,3.71263,2780823552, 1521732132, 1521732132, 1384448, 1.82741, 2780823552, 1048576, 1048576, 1048576, 2652, 2780823552, 2780823552, 1331712, 695205888, 1, 1, 3, 2, 1, 1, 1, 4, 4, 4, 15.6923, 0.75
UNet,CONV3_3,16,608305157,1.1376e+11,20.1758,0.177354,1.30559e+06,187.257,16,6.98663,9,9,170,54,1,1,5537792,1179648,1.07885e+08,12273057792,176.011,3.5328,4,3.71263,12273057792, 4248819772, 4248819772, 5537792, 2.88858, 12273057792, 1179648, 1179648, 1179648, 10404, 12273057792, 12273057792, 2663424, 1363673088, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 2.25
UNet,CONV3_4,16,298188805,1.27141e+11,19.7802,0.155578,1.30559e+06,187.257,16,6.98657,9,9,170,54,1,1,2663424,589824,4.63915e+07,5898240000,176.011,3.5328,4,3.71263,5898240000, 2082723900, 2082723900, 2663424, 2.83198, 5898240000, 589824, 589824, 589824, 10000, 5898240000, 5898240000, 2560000, 655360000, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
UNet,TRCONV3,16,85196803,5.5956e+10,15.2308,0.272192,1.30559e+06,187.257,16,7.99421,10,9,112,24,1,1,2560000,131072,2.31899e+07,1297612800,176.011,3.5328,4,3.71263,1297612800, 680948388, 680948388, 2560000, 1.9056, 1297612800, 131072, 131072, 131072, 9900, 1297612800, 1297612800, 1254528, 324403200, 1, 1, 3, 2, 1, 1, 1, 4, 4, 4, 15.84, 0.75
UNet,CONV2_3,16,567705605,9.68461e+10,20.3657,0.210289,1.30559e+06,187.257,16,6.92507,9,9,170,54,1,1,10240000,294912,1.19382e+08,11561730048,176.011,3.5328,4,3.71263,11561730048, 3931106364, 3931106364, 10240000, 2.94109, 11561730048, 294912, 294912, 294912, 39204, 11561730048, 11561730048, 5018112, 1284636672, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 2.25
UNet,CONV2_4,16,280985605,1.19618e+11,20.16,0.168536,1.30559e+06,187.257,16,6.92506,9,9,170,54,1,1,5018112,147456,4.73562e+07,5664669696,176.011,3.5328,4,3.71263,5664669696, 1945693244, 1945693244, 5018112, 2.91139, 5664669696, 147456, 147456, 147456, 38416, 5664669696, 5664669696, 4917248, 629407744, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
UNet,TRCONV4,16,80281603,5.35208e+10,15.6,0.291475,1.30559e+06,187.257,16,7.99846,10,9,112,24,1,1,4917248,32768,2.34001e+07,1252392960,176.011,3.5328,4,3.71263,1252392960, 642095460, 642095460, 4917248, 1.95048, 1252392960, 32768, 32768, 32768, 38220, 1252392960, 1252392960, 2433600, 313098240, 1, 1, 3, 2, 1, 1, 1, 4, 4, 4, 15.9184, 0.75
UNet,CONV1_3,16,547921925,9.34072e+10,20.4665,0.21911,1.30559e+06,187.257,16,6.89196,9,9,170,54,1,1,19668992,73728,1.20055e+08,11214028800,176.011,3.5328,4,3.71263,11214028800, 3776181820, 3776181820, 19668992, 2.96967, 11214028800, 73728, 73728, 73728, 152100, 11214028800, 11214028800, 9734400, 1246003200, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 2.25
UNet,CONV1_4,16,272556037,1.15999e+11,20.3615,0.175532,1.30559e+06,187.257,16,6.89196,9,9,170,54,1,1,9734400,36864,4.78422e+07,5549654016,176.011,3.5328,4,3.71263,5549654016, 1878406716, 1878406716, 9734400, 2.95445, 5549654016, 36864, 36864, 36864, 150544, 5549654016, 5549654016, 9634816, 616628224, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
UNet,CONV1_5,16,3625474,3.7462e+10,6.63013,0.176983,1.30559e+06,187.257,16,6.69391,8,9,82,6,1,1,9634816,128,641647,24037376,176.011,3.5328,4,3.71263,24037376, 19567596, 19567596, 9634816, 1.22843, 24037376, 128, 128, 128, 187792, 24037376, 24037376, 301088, 24037376, 1, 1, 2, 1, 1, 2, 1, 2, 3, 2, 9.87755, 0.5
