Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
MobileNetV2,CONV1,16,301057,43049800,3.99999,92.9153,1305590,187.257,16,4.00021,4,9,34,6,1,1,150528,96,27972800,1204224,176.011,3.5328,4,3.71263,1204224,1203976,1203976,150528,1.00021,1204224,96,96,96,12544,1204224,1204224,1605632,1204224,1,1,1,1,1,1,1,2,2,2,8,1
MobileNetV2,Bottleneck1_1_1,16,1605634,448119000,7.99999,17.8524,1305590,187.257,16,8.00062,8,9,66,6,1,1,401408,1024,28664400,12845056,176.011,3.5328,4,3.71263,12845056,12844560,12844560,401408,1.00004,12845056,1024,1024,1024,12544,12845056,12845056,401408,12845056,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck1_1_2,16,172485,131060000,20.2035,154.154,1305590,187.257,16,6.97739,9,9,170,54,1,1,401408,288,26589300,3484800,176.011,3.5328,4,3.71263,3484800,1203220,1203220,401408,2.89623,3484800,288,288,288,12100,3484800,3484800,387200,387200,1,3,5,3,1,1,1,7,7,7,16,2.25
MobileNetV2,Bottleneck1_1_3,16,802818,245862000,7.99998,32.5385,1305590,187.257,16,8.00062,8,9,66,6,1,1,401408,512,26122500,6422528,176.011,3.5328,4,3.71263,6422528,6422288,6422288,401408,1.00004,6422528,512,512,512,12544,6422528,6422528,200704,6422528,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck1_1_Residual,16,25090,58900700,7.99936,135.811,1305590,187.257,16,8.00056,8,9,66,6,1,1,200704,16,3407500,200704,176.011,3.5328,4,3.71263,200704,200704,200704,200704,1,200704,16,16,16,12544,200704,200704,200704,200704,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck2_1_1,16,2408450,653221000,7.99999,12.247,1305590,187.257,16,8.0006,8,9,66,6,1,1,200704,1536,29496300,19267584,176.011,3.5328,4,3.71263,19267584,19266064,19266064,200704,1.00008,19267584,1536,1536,1536,12544,19267584,19267584,1204224,19267584,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck2_1_2,16,150532,209517000,31.1777,148.808,1305590,187.257,16,11.8189,15,9,168,54,1,1,1204224,864,22400300,4693248,176.011,3.5328,4,3.71263,4693248,1778217,1778217,1204224,2.6393,4693248,864,864,864,5432,4693248,4693248,1161600,772896,1,1,4,3,1,2,1,4,4,4,7.85714,2.25
MobileNetV2,Bottleneck2_1_3,16,3612674,1009000000,8,7.92861,1305590,187.257,16,8.00252,8,9,66,6,1,1,301056,9216,28643500,28901376,176.011,3.5328,4,3.71263,28901376,28899856,28899856,301056,1.00005,28901376,9216,9216,9216,3136,28901376,28901376,301056,28901376,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck2_2_1,16,3612674,1197270000,8,6.68188,1305590,187.257,16,8.00252,8,9,66,6,1,1,301056,9216,24139400,28901376,176.011,3.5328,4,3.71263,28901376,28899856,28899856,301056,1.00005,28901376,9216,9216,9216,3136,28901376,28901376,301056,28901376,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck2_2_2,16,127013,244424000,19.836,81.154,1305590,187.257,16,7.09358,9,9,170,54,1,1,301056,864,10307600,2519424,176.011,3.5328,4,3.71263,2519424,900116,900116,301056,2.799,2519424,864,864,864,2916,2519424,2519424,279936,279936,1,3,5,3,1,1,1,7,7,7,16,2.25
MobileNetV2,Bottleneck2_2_3,16,903170,264920000,7.99998,30.1977,1305590,187.257,16,8.00252,8,9,66,6,1,1,301056,2304,27273700,7225344,176.011,3.5328,4,3.71263,7225344,7224976,7224976,301056,1.00005,7225344,2304,2304,2304,3136,7225344,7225344,75264,7225344,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck3_1_1,16,1354754,420879000,7.99999,19.0078,1305590,187.257,16,8.00244,8,9,66,6,1,1,75264,3456,25750900,10838016,176.011,3.5328,4,3.71263,10838016,10835728,10835728,75264,1.00021,10838016,3456,3456,3456,3136,10838016,10838016,451584,10838016,1,1,2,1,1,1,1,2,2,2,16,1
MobileNetV2,Bottleneck3_1_2,16,56452,105735000,30.855,291.814,1305590,187.257,16,11.6327,15,9,168,54,1,1,451584,1296,16473500,1741824,176.011,3.5328,4,3.71263,1741824,655353,655353,451584,2.65784,1741824,1296,1296,1296,1344,1741824,1741824,419904,283392,1,1,4,3,1,2,1,4,4,4,7.71429,2.25
MobileNetV2,Bottleneck3_1_3,16,2322434,600207000,6.99999,11.6626,1305590,187.257,16,8.00887,8,9,66,6,1,1,112896,20736,27085700,16257024,176.011,3.5328,4,3.71263,16257024,18577168,18577168,112896,0.875108,16257024,20736,20736,20736,784,16257024,16257024,112896,16257024,1,1,2,1,1,1,1,2,2,2,16,0.5
MobileNetV2,Bottleneck3_2_1,16,2322434,715632000,6.99999,9.78155,1305590,187.257,16,8.00887,8,9,66,6,1,1,112896,20736,22717000,16257024,176.011,3.5328,4,3.71263,16257024,18577168,18577168,112896,0.875108,16257024,20736,20736,20736,784,16257024,16257024,112896,16257024,1,1,2,1,1,1,1,2,2,2,16,0.5
MobileNetV2,Bottleneck3_2_2,16,52421,136962000,16.7127,122.025,1305590,187.257,16,7.25494,9,9,170,54,1,1,112896,1296,6396650,876096,176.011,3.5328,4,3.71263,876096,379028,379028,112896,2.31143,876096,1296,1296,1296,676,876096,876096,97344,97344,1,3,5,3,1,1,1,7,7,7,16,0.75
MobileNetV2,Bottleneck3_2_3,16,2322434,594528000,6.99999,11.774,1305590,187.257,16,8.00887,8,9,66,6,1,1,112896,20736,27344400,16257024,176.011,3.5328,4,3.71263,16257024,18577168,18577168,112896,0.875108,16257024,20736,20736,20736,784,16257024,16257024,112896,16257024,1,1,2,1,1,1,1,2,2,2,16,0.5
