Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
UNet,CONV1_1,64,999812,1.41928e+09,187.178,131.882,1.13885e+07,773.608,64,63.5421,83,9,626,54,1,1,327184,576,1.31857e+08,187142400,704.045,14.1312,4,51.4318,187142400, 63241200, 63241200, 327184, 2.95918, 187142400, 576, 576, 576, 324900, 187142400, 187142400, 20793600, 20793600, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 63.3333, 0.75
UNet,CONV1_2,64,62230532,9.07356e+10,191.115,2.10629,1.13885e+07,773.608,64,64.2166,83,9,626,54,1,1,20793600,36864,1.31075e+08,11893211136,704.045,14.1312,4,51.4318,11893211136, 3977783280, 3977783280, 20793600, 2.98991, 11893211136, 36864, 36864, 36864, 322624, 11893211136, 11893211136, 20647936, 1321467904, 1, 1, 4, 3, 1, 1, 1, 3, 3, 3, 64, 3
UNet,CONV2_1,64,32129028,1.23133e+11,182.487,1.48204,1.13885e+07,773.608,64,63.068,83,9,626,54,1,1,5161984,73728,4.76164e+07,5863145472,704.045,14.1312,4,51.4318,5863145472, 2008665840, 2008665840, 5161984, 2.91893, 5863145472, 73728, 73728, 73728, 79524, 5863145472, 5863145472, 10179072, 651460608, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 62.6667, 0.75
UNet,CONV2_2,64,60768260,1.25708e+11,190.24,1.51334,1.13885e+07,773.608,64,64.4214,83,9,626,54,1,1,10179072,147456,9.19633e+07,11560550400,704.045,14.1312,4,51.4318,11560550400, 3878735600, 3878735600, 10179072, 2.98049, 11560550400, 147456, 147456, 147456, 78400, 11560550400, 11560550400, 10035200, 1284505600, 1, 1, 4, 3, 1, 1, 1, 3, 3, 3, 64, 3
UNet,CONV3_1,64,32374788,1.19914e+11,173.478,1.44669,1.13885e+07,773.608,64,62.0501,83,9,626,54,1,1,2508800,294912,4.68362e+07,5616304128,704.045,14.1312,4,51.4318,5616304128, 1976016112, 1976016112, 2508800, 2.84224, 5616304128, 294912, 294912, 294912, 19044, 5616304128, 5616304128, 4875264, 624033792, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 61.3333, 0.75
UNet,CONV3_2,64,57868292,1.19537e+11,188.521,1.57709,1.13885e+07,773.608,64,64.7899,83,9,626,54,1,1,4875264,589824,9.12637e+07,10909384704,704.045,14.1312,4,51.4318,10909384704, 3680738544, 3680738544, 4875264, 2.96391, 10909384704, 589824, 589824, 589824, 18496, 10909384704, 10909384704, 4734976, 1212153856, 1, 1, 4, 3, 1, 1, 1, 3, 3, 3, 64, 3
UNet,CONV4_1,64,32768004,1.13528e+11,156.816,1.38129,1.13885e+07,773.608,64,59.7565,83,9,626,54,1,1,1183744,1179648,4.52622e+07,5138546688,704.045,14.1312,4,51.4318,5138546688, 1902065904, 1902065904, 1183744, 2.70156, 5138546688, 1179648, 1179648, 1179648, 4356, 5138546688, 5138546688, 2230272, 570949632, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 58.6667, 0.75
UNet,CONV4_2,64,52166660,1.07555e+11,185.246,1.72234,1.13885e+07,773.608,64,65.3173,83,9,626,54,1,1,2230272,2359296,8.98489e+07,9663676416,704.045,14.1312,4,51.4318,9663676416, 3285137648, 3285137648, 2230272, 2.94164, 9663676416, 2359296, 2359296, 2359296, 4096, 9663676416, 9663676416, 2097152, 1073741824, 1, 1, 4, 3, 1, 1, 1, 3, 3, 3, 64, 3
UNet,CONV5_1,64,26214404,9.7558e+10,162,1.66055,1.13885e+07,773.608,64,61.019,83,9,626,54,1,1,524288,4718592,4.35303e+07,4246732800,704.045,14.1312,4,51.4318,4246732800, 1530818800, 1530818800, 524288, 2.77416, 4246732800, 4718592, 4718592, 4718592, 900, 4246732800, 4246732800, 921600, 471859200, 1, 1, 4, 3, 1, 1, 1, 3, 3, 3, 60, 2.25
UNet,CONV5_2,64,52428804,9.02041e+10,141.12,1.56445,1.13885e+07,773.608,64,56.7699,83,9,626,54,1,1,921600,9437184,8.20224e+07,7398752256,704.045,14.1312,4,51.4318,7398752256, 2847830256, 2847830256, 921600, 2.59803, 7398752256, 9437184, 9437184, 9437184, 784, 7398752256, 7398752256, 802816, 822083584, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 56, 1.5
