Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
UNet,CONV1_1,256,249860,1.41852e+09,748.989,528.009,1.43977e+08,3680.52,256,381.052,484,9,2450,54,1,1,327184,576,1.31928e+08,187142400,2816.18,56.5248,4,803.819,187142400, 63195840, 63195840, 327184, 2.96131, 187142400, 576, 576, 576, 324900, 187142400, 187142400, 20793600, 20793600, 1, 1, 4, 3, 1, 1, 1, 2, 2, 2, 253.333, 0.75
UNet,CONV1_2,256,15765508,9.07022e+10,754.382,8.31713,1.43977e+08,3680.52,256,379.76,484,9,2450,54,1,1,20793600,36864,1.31124e+08,11893211136,2816.18,56.5248,4,803.819,11893211136, 3975802560, 3975802560, 20793600, 2.9914, 11893211136, 36864, 36864, 36864, 322624, 11893211136, 11893211136, 20647936, 1321467904, 1, 1, 4, 3, 1, 1, 1, 2, 2, 2, 252.444, 3
UNet,CONV2_1,256,8019972,1.23063e+11,731.068,5.94059,1.43977e+08,3680.52,256,377.666,484,9,2450,54,1,1,5161984,73728,4.76434e+07,5863145472,2816.18,56.5248,4,803.819,5863145472, 2004703680, 2004703680, 5161984, 2.92469, 5863145472, 73728, 73728, 73728, 79524, 5863145472, 5863145472, 10179072, 651460608, 1, 1, 4, 3, 1, 1, 1, 2, 2, 2, 250.667, 0.75
UNet,CONV2_2,256,15581188,1.25569e+11,741.956,5.90873,1.43977e+08,3680.52,256,375.029,484,9,2450,54,1,1,10179072,147456,9.2065e+07,11560550400,2816.18,56.5248,4,803.819,11560550400, 3870841280, 3870841280, 10179072, 2.98657, 11560550400, 147456, 147456, 147456, 78400, 11560550400, 11560550400, 10035200, 1284505600, 1, 1, 4, 3, 1, 1, 1, 2, 2, 2, 248.889, 3
UNet,CONV3_1,256,8323076,1.19636e+11,674.787,5.64033,1.43977e+08,3680.52,256,332.402,484,9,2450,54,1,1,2508800,294912,4.69449e+07,5616304128,2816.18,56.5248,4,803.819,5616304128, 1960226752, 1960226752, 2508800, 2.86513, 5616304128, 294912, 294912, 294912, 19044, 5616304128, 5616304128, 4875264, 624033792, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 220.8, 0.75
UNet,CONV3_2,256,15728644,1.18983e+11,693.6,5.82941,1.43977e+08,3680.52,256,327.604,484,9,2450,54,1,1,4875264,589824,9.16888e+07,10909384704,2816.18,56.5248,4,803.819,10909384704, 3649220544, 3649220544, 4875264, 2.98951, 10909384704, 589824, 589824, 589824, 18496, 10909384704, 10909384704, 4734976, 1212153856, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 217.6, 3
UNet,CONV4_1,256,9437188,1.1242e+11,544.5,4.84344,1.43977e+08,3680.52,256,260.012,484,9,2450,54,1,1,1183744,1179648,4.57085e+07,5138546688,2816.18,56.5248,4,803.819,5138546688, 1839029184, 1839029184, 1183744, 2.79416, 5138546688, 1179648, 1179648, 1179648, 4356, 5138546688, 5138546688, 2230272, 570949632, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 176, 0.75
UNet,CONV4_2,256,12582916,1.0534e+11,768,7.29067,1.43977e+08,3680.52,256,376.901,484,9,2450,54,1,1,2230272,2359296,9.17378e+07,9663676416,2816.18,56.5248,4,803.819,9663676416, 3159186368, 3159186368, 2230272, 3.05891, 9663676416, 2359296, 2359296, 2359296, 4096, 9663676416, 9663676416, 2097152, 1073741824, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 256, 3
UNet,CONV5_1,256,5767172,9.33939e+10,736.363,7.88448,1.43977e+08,3680.52,256,309.856,454,9,2298,54,1,1,524288,4718592,4.54712e+07,4246732800,2816.18,56.5248,4,803.819,4246732800, 1294674820, 1294674820, 524288, 3.28015, 4246732800, 4718592, 4718592, 4718592, 900, 4246732800, 4246732800, 921600, 471859200, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 240, 2.25
UNet,CONV5_2,256,11534340,8.26095e+10,641.454,7.7649,1.43977e+08,3680.52,256,289.366,424,9,2146,54,1,1,921600,9437184,8.9563e+07,7398752256,2816.18,56.5248,4,803.819,7398752256, 2417720136, 2417720136, 921600, 3.06022, 7398752256, 9437184, 9437184, 9437184, 784, 7398752256, 7398752256, 802816, 822083584, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 224, 1.5
