Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
Resnet50,CONV4_1_Residual,16,28674,4.12328e+08,6.99951,16.9756,1.30559e+06,187.257,16,8.03564,8,9,66,6,1,1,200704,1024,486758,200704,176.011,3.5328,4,3.71263,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_2_1,16,7340034,1.86597e+09,7,3.75141,1.30559e+06,187.257,16,8.03568,8,9,66,6,1,1,200704,262144,2.75355e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58716176, 58716176, 200704, 0.875061, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_2_2,16,5505029,1.27338e+09,15.4286,12.1162,1.30559e+06,187.257,16,7.5818,9,9,170,54,1,1,50176,589824,6.67001e+07,84934656,176.011,3.5328,4,3.71263,84934656, 41146428, 41146428, 50176, 2.0642, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
Resnet50,CONV4_2_3,16,7340034,2.44101e+09,7,2.86766,1.30559e+06,187.257,16,8.03557,8,9,66,6,1,1,50176,262144,2.10487e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58703888, 58703888, 50176, 0.875244, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_2_Residual,16,28674,4.12328e+08,6.99951,16.9756,1.30559e+06,187.257,16,8.03564,8,9,66,6,1,1,200704,1024,486758,200704,176.011,3.5328,4,3.71263,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_3_1,16,7340034,1.86597e+09,7,3.75141,1.30559e+06,187.257,16,8.03568,8,9,66,6,1,1,200704,262144,2.75355e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58716176, 58716176, 200704, 0.875061, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_3_2,16,5505029,1.27338e+09,15.4286,12.1162,1.30559e+06,187.257,16,7.5818,9,9,170,54,1,1,50176,589824,6.67001e+07,84934656,176.011,3.5328,4,3.71263,84934656, 41146428, 41146428, 50176, 2.0642, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
Resnet50,CONV4_3_3,16,7340034,2.44101e+09,7,2.86766,1.30559e+06,187.257,16,8.03557,8,9,66,6,1,1,50176,262144,2.10487e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58703888, 58703888, 50176, 0.875244, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_3_Residual,16,28674,4.12328e+08,6.99951,16.9756,1.30559e+06,187.257,16,8.03564,8,9,66,6,1,1,200704,1024,486758,200704,176.011,3.5328,4,3.71263,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_4_1,16,7340034,1.86597e+09,7,3.75141,1.30559e+06,187.257,16,8.03568,8,9,66,6,1,1,200704,262144,2.75355e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58716176, 58716176, 200704, 0.875061, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_4_2,16,5505029,1.27338e+09,15.4286,12.1162,1.30559e+06,187.257,16,7.5818,9,9,170,54,1,1,50176,589824,6.67001e+07,84934656,176.011,3.5328,4,3.71263,84934656, 41146428, 41146428, 50176, 2.0642, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
Resnet50,CONV4_4_3,16,7340034,2.44101e+09,7,2.86766,1.30559e+06,187.257,16,8.03557,8,9,66,6,1,1,50176,262144,2.10487e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58703888, 58703888, 50176, 0.875244, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_4_Residual,16,28674,4.12328e+08,6.99951,16.9756,1.30559e+06,187.257,16,8.03564,8,9,66,6,1,1,200704,1024,486758,200704,176.011,3.5328,4,3.71263,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_5_1,16,7340034,1.86597e+09,7,3.75141,1.30559e+06,187.257,16,8.03568,8,9,66,6,1,1,200704,262144,2.75355e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58716176, 58716176, 200704, 0.875061, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_5_2,16,5505029,1.27338e+09,15.4286,12.1162,1.30559e+06,187.257,16,7.5818,9,9,170,54,1,1,50176,589824,6.67001e+07,84934656,176.011,3.5328,4,3.71263,84934656, 41146428, 41146428, 50176, 2.0642, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
Resnet50,CONV4_5_3,16,7340034,2.44101e+09,7,2.86766,1.30559e+06,187.257,16,8.03557,8,9,66,6,1,1,50176,262144,2.10487e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58703888, 58703888, 50176, 0.875244, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_5_Residual,16,28674,4.12328e+08,6.99951,16.9756,1.30559e+06,187.257,16,8.03564,8,9,66,6,1,1,200704,1024,486758,200704,176.011,3.5328,4,3.71263,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_6_1,16,7340034,1.86597e+09,7,3.75141,1.30559e+06,187.257,16,8.03568,8,9,66,6,1,1,200704,262144,2.75355e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58716176, 58716176, 200704, 0.875061, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_6_2,16,5505029,1.27338e+09,15.4286,12.1162,1.30559e+06,187.257,16,7.5818,9,9,170,54,1,1,50176,589824,6.67001e+07,84934656,176.011,3.5328,4,3.71263,84934656, 41146428, 41146428, 50176, 2.0642, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 5, 3, 1, 1, 1, 7, 7, 7, 16, 1.5
Resnet50,CONV4_6_3,16,7340034,2.44101e+09,7,2.86766,1.30559e+06,187.257,16,8.03557,8,9,66,6,1,1,50176,262144,2.10487e+07,51380224,176.011,3.5328,4,3.71263,51380224, 58703888, 58703888, 50176, 0.875244, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV4_6_Residual,16,28674,4.12328e+08,6.99951,16.9756,1.30559e+06,187.257,16,8.03564,8,9,66,6,1,1,200704,1024,486758,200704,176.011,3.5328,4,3.71263,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 16, 0.75
Resnet50,CONV5_1_1,16,11010049,1.82186e+09,6.28571,3.45015,1.30559e+06,187.257,16,5.83328,9,9,34,6,1,1,200704,524288,3.79864e+07,69206016,176.011,3.5328,4,3.71263,69206016, 37744648, 37744648, 200704, 1.83353, 69206016, 524288, 524288, 524288, 132, 69206016, 69206016, 100352, 69206016, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 9.33333, 3.5
Resnet50,CONV5_1_2,16,3932164,1.05204e+09,21,19.9612,1.30559e+06,187.257,16,5.72982,10,9,122,54,1,1,25088,2359296,7.84906e+07,82575360,176.011,3.5328,4,3.71263,82575360, 20170794, 20170794, 25088, 4.09381, 82575360, 2359296, 2359296, 2359296, 35, 82575360, 82575360, 12800, 9175040, 1, 1, 4, 2, 1, 1, 1, 5, 5, 5, 8.33333, 6.42857
Resnet50,CONV5_1_3,16,8388609,2.29986e+09,6.125,2.66321,1.30559e+06,187.257,16,6.24976,7,9,58,6,1,1,25088,1048576,2.23406e+07,51380224,176.011,3.5328,4,3.71263,51380224, 51351566, 51351566, 25088, 1.00056, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_1_Residual,16,16385,3.96844e+08,6.12463,15.4334,1.30559e+06,187.257,16,6.24976,7,9,58,6,1,1,100352,2048,252875,100352,176.011,3.5328,4,3.71263,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_2_1,16,8388609,1.7664e+09,6.125,3.46751,1.30559e+06,187.257,16,6.24994,7,9,58,6,1,1,100352,1048576,2.90876e+07,51380224,176.011,3.5328,4,3.71263,51380224, 51373070, 51373070, 100352, 1.00014, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 25088, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_2_2,16,3932164,9.65245e+08,21,21.7561,1.30559e+06,187.257,16,5.72982,10,9,122,54,1,1,25088,2359296,8.55486e+07,82575360,176.011,3.5328,4,3.71263,82575360, 20170794, 20170794, 25088, 4.09381, 82575360, 2359296, 2359296, 2359296, 35, 82575360, 82575360, 12800, 9175040, 1, 1, 4, 2, 1, 1, 1, 5, 5, 5, 8.33333, 6.42857
Resnet50,CONV5_2_3,16,8388609,2.29986e+09,6.125,2.66321,1.30559e+06,187.257,16,6.24976,7,9,58,6,1,1,25088,1048576,2.23406e+07,51380224,176.011,3.5328,4,3.71263,51380224, 51351566, 51351566, 25088, 1.00056, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_2_Residual,16,16385,3.96844e+08,6.12463,15.4334,1.30559e+06,187.257,16,6.24976,7,9,58,6,1,1,100352,2048,252875,100352,176.011,3.5328,4,3.71263,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_3_1,16,8388609,1.7664e+09,6.125,3.46751,1.30559e+06,187.257,16,6.24994,7,9,58,6,1,1,100352,1048576,2.90876e+07,51380224,176.011,3.5328,4,3.71263,51380224, 51373070, 51373070, 100352, 1.00014, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 25088, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_3_2,16,3932164,9.65245e+08,21,21.7561,1.30559e+06,187.257,16,5.72982,10,9,122,54,1,1,25088,2359296,8.55486e+07,82575360,176.011,3.5328,4,3.71263,82575360, 20170794, 20170794, 25088, 4.09381, 82575360, 2359296, 2359296, 2359296, 35, 82575360, 82575360, 12800, 9175040, 1, 1, 4, 2, 1, 1, 1, 5, 5, 5, 8.33333, 6.42857
Resnet50,CONV5_3_3,16,8388609,2.29986e+09,6.125,2.66321,1.30559e+06,187.257,16,6.24976,7,9,58,6,1,1,25088,1048576,2.23406e+07,51380224,176.011,3.5328,4,3.71263,51380224, 51351566, 51351566, 25088, 1.00056, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 51380224, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
Resnet50,CONV5_3_Residual,16,16385,3.96844e+08,6.12463,15.4334,1.30559e+06,187.257,16,6.24976,7,9,58,6,1,1,100352,2048,252875,100352,176.011,3.5328,4,3.71263,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12.25, 1
