Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
Resnet50,CONV4_1_2,64,786436,9.46331e+08,107.999,114.124,1.13885e+07,773.608,64,43.0689,83,9,626,54,1,1,50176,589824,8.97516e+07,84934656,704.045,14.1312,4,51.4318,84934656, 33266928, 33266928, 50176, 2.55313, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 48, 1.5
Resnet50,CONV4_1_3,64,2097154,2.42822e+09,24.5,10.0897,1.13885e+07,773.608,64,28.1245,32,9,258,6,1,1,50176,262144,2.11596e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58654784, 58654784, 50176, 0.875977, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_1_Residual,64,8194,4.12253e+08,24.494,59.415,1.13885e+07,773.608,64,28.1248,32,9,258,6,1,1,200704,1024,486846,200704,704.045,14.1312,4,51.4318,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_2_1,64,2097154,1.86576e+09,24.5,13.1314,1.13885e+07,773.608,64,28.1249,32,9,258,6,1,1,200704,262144,2.75385e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58703936, 58703936, 200704, 0.875243, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_2_2,64,786436,1.1408e+09,107.999,94.6698,1.13885e+07,773.608,64,43.0689,83,9,626,54,1,1,50176,589824,7.44517e+07,84934656,704.045,14.1312,4,51.4318,84934656, 33266928, 33266928, 50176, 2.55313, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 48, 1.5
Resnet50,CONV4_2_3,64,2097154,2.42822e+09,24.5,10.0897,1.13885e+07,773.608,64,28.1245,32,9,258,6,1,1,50176,262144,2.11596e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58654784, 58654784, 50176, 0.875977, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_2_Residual,64,8194,4.12253e+08,24.494,59.415,1.13885e+07,773.608,64,28.1248,32,9,258,6,1,1,200704,1024,486846,200704,704.045,14.1312,4,51.4318,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_3_1,64,2097154,1.86576e+09,24.5,13.1314,1.13885e+07,773.608,64,28.1249,32,9,258,6,1,1,200704,262144,2.75385e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58703936, 58703936, 200704, 0.875243, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_3_2,64,786436,1.1408e+09,107.999,94.6698,1.13885e+07,773.608,64,43.0689,83,9,626,54,1,1,50176,589824,7.44517e+07,84934656,704.045,14.1312,4,51.4318,84934656, 33266928, 33266928, 50176, 2.55313, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 48, 1.5
Resnet50,CONV4_3_3,64,2097154,2.42822e+09,24.5,10.0897,1.13885e+07,773.608,64,28.1245,32,9,258,6,1,1,50176,262144,2.11596e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58654784, 58654784, 50176, 0.875977, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_3_Residual,64,8194,4.12253e+08,24.494,59.415,1.13885e+07,773.608,64,28.1248,32,9,258,6,1,1,200704,1024,486846,200704,704.045,14.1312,4,51.4318,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_4_1,64,2097154,1.86576e+09,24.5,13.1314,1.13885e+07,773.608,64,28.1249,32,9,258,6,1,1,200704,262144,2.75385e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58703936, 58703936, 200704, 0.875243, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_4_2,64,786436,1.1408e+09,107.999,94.6698,1.13885e+07,773.608,64,43.0689,83,9,626,54,1,1,50176,589824,7.44517e+07,84934656,704.045,14.1312,4,51.4318,84934656, 33266928, 33266928, 50176, 2.55313, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 9437184, 1, 1, 4, 2, 1, 1, 1, 3, 3, 3, 48, 1.5
Resnet50,CONV4_4_3,64,2097154,2.42822e+09,24.5,10.0897,1.13885e+07,773.608,64,28.1245,32,9,258,6,1,1,50176,262144,2.11596e+07,51380224,704.045,14.1312,4,51.4318,51380224, 58654784, 58654784, 50176, 0.875977, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 51380224, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
Resnet50,CONV4_4_Residual,64,8194,4.12253e+08,24.494,59.415,1.13885e+07,773.608,64,28.1248,32,9,258,6,1,1,200704,1024,486846,200704,704.045,14.1312,4,51.4318,200704, 229376, 229376, 200704, 0.875, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 56, 0.75
